Temperature(K),Resistance(Ohms)
11.727741764783701,2.035307098197867
22.4434457467919,2.042417524089739
33.026856250826825,2.049528028441827
43.425057071041145,2.0581095677332355
52.89059357057817,2.0512442986392054
63.28879439079248,2.0671815775407607
64.4926581822993,2.0671815775407607
74.87762889271073,2.083118793674145
85.18322571768758,2.097339676841976
90.72628612250303,2.111315450288094
90.72628612250303,2.109844289812429
98.02222516205848,2.1274978389113626
106.43603651276624,2.164766442564667
116.04048154517794,2.208655142822116
121.03452880010587,2.2388133048915027
128.65458436301103,2.2777981787421844
136.5590695065485,2.314821609905601
144.91334790316185,2.3415471060438886
153.5520575737532,2.3645948265293613
162.10477576398995,2.3893588172122087
170.45905585394897,2.4141228078950596
179.01177404418573,2.433492689959542
187.8356933985977,2.447958808385436
196.84482074348458,2.4619345190633792
205.5761344093134,2.479588068162313
214.11562418309308,2.4989579502267993
222.75433216033872,2.5185730047811696
231.12184236010054,2.54505332842957
239.1983070776557,2.573495157533407
247.20201042465942,2.6034080843447347
255.18587114697712,2.6389604178006603
262.8654579706311,2.676964538923624
270.16139701018653,2.7255118303297783
276.84878994575996,2.784111821503002
282.62336287868766,2.858158621061663
