x,y,Temp,R
471.4541015475,74.87890654,294.2182444862221,1.0831615458460186
471.4072266575,74.92578093,294.20091550657446,1.0827740270039443
471.4072266575,74.87890654,294.20091550657446,1.0831615458460186
471.362305175,74.97265607499999,294.1843086738761,1.082386501920152
471.31542956,74.92578093,294.16697942620624,1.0827740270039443
471.31542956,75.20312488,294.16697942620624,1.0804811756972854
471.26855443750003,75.480469035,294.1496503606067,1.0781883226958555
471.26855443750003,75.20312488,294.1496503606067,1.0804811756972854
471.22265595499994,75.156249505,294.13268234491426,1.0808687026825283
471.17675751499996,75.25000041,294.1157143449335,1.0800936474306302
471.12988264499995,75.25000041,294.09838537267956,1.0800936474306302
471.08300764,75.57128911999999,294.0810563505181,1.07743749704935
471.08300764,75.61816449,294.0810563505181,1.077049970105443
471.0380855,75.43359393,294.0644492747513,1.0785758474489608
470.99121115500003,75.57128911999999,294.04712049658247,1.07743749704935
470.99121115500003,75.25000041,294.04712049658247,1.0800936474306302
470.9443355325,75.29589810499999,294.02979124614,1.0797142030982285
470.9443355325,75.480469035,294.02979124614,1.0781883226958555
470.8994135925,75.480469035,294.01318424431037,1.0781883226958555
470.85253861,75.57128911999999,293.9958552304668,1.07743749704935
470.85253861,75.66406252499999,293.9958552304668,1.0766705229622016
470.80566360750004,75.38671839999999,293.9785262092295,1.078963375715616
470.80566360750004,75.75781241,293.9785262092295,1.075895476142823
470.76074212500004,75.7109379,293.96191937653117,1.0762829959769584
470.76074212500004,75.57128911999999,293.96191937653117,1.07743749704935
470.7138666125,75.480469035,293.94459016675415,1.0781883226958555
470.66699248000003,75.66406252499999,293.92726146714347,1.0766705229622016
470.66699248000003,75.34082076,293.92726146714347,1.079342819593323
470.6210939975,75.57128911999999,293.910293451451,1.07743749704935
470.6210939975,75.98828107499999,293.910293451451,1.0739901510773613
470.575194685,75.89453139999999,293.89332512891946,1.0747651961606328
470.52832045,75.89453139999999,293.875996391416,1.0747651961606328
470.52832045,75.80371105,293.875996391416,1.0755160239979398
470.48144545,76.035156425,293.8586673711029,1.0736026242987977
470.48144545,75.98828107499999,293.8586673711029,1.0739901510773613
470.436523575,75.89453139999999,293.8420603933029,1.0747651961606328
470.436523575,75.848632375,293.8420603933029,1.0751446514883787
470.38964859500004,75.89453139999999,293.8247313803836,1.0747651961606328
470.34277345500004,76.17187538,293.80740230831447,1.0724723446059585
470.34277345500004,76.12597675999999,293.80740230831447,1.0728517965854982
470.2968749725,75.848632375,293.7904342926221,1.0751446514883787
470.2968749725,76.08105510499999,293.7904342926221,1.0732231718232275
470.25097653,76.035156425,293.77346629171706,1.0736026242987977
470.20410152750003,75.98828107499999,293.7561372704798,1.0739901510773613
470.15917954500003,76.265625035,293.73953025293855,1.0716972996880305
470.15917954500003,76.12597675999999,293.73953025293855,1.0728517965854982
470.11230454249994,76.31152304999999,293.72220123170126,1.0713178527101326
470.06543017,76.44921854,293.704872443366,1.0701794998303689
470.06543017,76.12597675999999,293.704872443366,1.0728517965854982
470.0195319375,76.44921854,293.68790452009506,1.0701794998303689
470.0195319375,76.82031241,293.68790452009506,1.0671116014149804
469.97363261,76.72656252499999,293.67093619201813,1.067886648234359
469.92675751499996,76.54296846000001,293.6536071365849,1.069404452721639
469.8798826425,76.44921854,293.6362781634068,1.0701794998303689
469.8798826425,76.86621119,293.6362781634068,1.0667321481126926
469.83496062,76.588867075,293.6196711310781,1.0690250007834354
469.83496062,76.63378911999999,293.6196711310781,1.0686536223215075
469.7880855,76.63378911999999,293.6023420664028,1.0686536223215075
469.741210515,76.49609393,293.585013051635,1.0697919727211183
469.741210515,76.44921854,293.585013051635,1.0701794998303689
469.6943355325,76.6796874,293.5676840377914,1.0682741731528076
469.6943355325,76.588867075,293.5676840377914,1.0690250007834354
469.6494135925,76.911132455,293.55107703596184,1.066360776099162
469.6494135925,76.82031241,293.55107703596184,1.0671116014149804
469.6025385875,76.95703139999999,293.53374801380033,1.06598132143279
469.5576166075,76.63378911999999,293.5171409971833,1.0686536223215075
469.5576166075,76.86621119,293.5171409971833,1.0667321481126926
469.5107424825,76.95703139999999,293.49981230034524,1.06598132143279
469.5107424825,77.09668010499999,293.49981230034524,1.0648268209804368
469.46386748,77.00390593,293.48248327910795,1.065593801433311
469.41796898000007,76.95703139999999,293.4655152569461,1.06598132143279
469.41796898000007,77.23437454,293.4655152569461,1.0636884768225439
469.37206965,77.09668010499999,293.44854692794496,1.0648268209804368
469.37206965,76.95703139999999,293.44854692794496,1.06598132143279
469.3271485475,77.05078107499999,293.43194023572715,1.0652062763495187
469.27831968249995,77.05078107499999,293.4138888993336,1.0652062763495187
469.27831968249995,76.95703139999999,293.4138888993336,1.06598132143279
469.23339818,77.1875004,293.39728205924155,1.0640759935978243
469.23339818,77.23437454,293.39728205924155,1.0636884768225439
469.186523575,77.23437454,293.37995318495433,1.0636884768225439
469.186523575,77.37402304999999,293.37995318495433,1.06253397798229
469.139648575,77.28124991499999,293.36262416464126,1.0633009498373012
469.0937500925,77.23437454,293.3456561489488,1.0636884768225439
469.0937500925,77.464844095,293.3456561489488,1.0617831443992953
469.0478516525,77.464844095,293.32868814896807,1.0617831443992953
469.0478516525,77.32812545,293.32868814896807,1.06291342152931
469.0009766225,77.51171854,293.31135911756445,1.0613956251025263
468.9541016375,77.28124991499999,293.2940301027967,1.0633009498373012
468.909179525,77.60546846000001,293.2774230371963,1.0606205779937965
468.909179525,77.464844095,293.2774230371963,1.0617831443992953
468.86230454249994,77.418945455,293.2600940233527,1.0621625965441785
